0.0	0.0	0.0	0.0	0.024390243	0.02439	0.0	
1.0	0.0	0.0	0.0	0.012195121	0.14634	0.0	
1.0	0.0	1.0	0.0	0.012195121	0.42683	1.0	
0.0	0.0	0.0	0.0	0.0	0.45122	1.0	
1.0	0.0	0.0	0.0	0.0	0.03659	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.03659	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.20732	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.12195	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.14634	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.26829	1.0	
0.0	0.0	0.0	0.0	0.0	0.02439	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.5122	1.0	
1.0	0.0	0.0	1.0	0.012195121	0.54878	1.0	
0.0	0.0	0.0	0.0	0.012195121	0.28049	1.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.42683	1.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.59756	1.0	
1.0	0.0	0.0	0.0	0.0	0.5	1.0	
0.0	0.0	0.0	0.0	0.012195121	0.32927	1.0	
0.0	0.0	0.0	0.0	0.0	0.30488	1.0	
0.0	0.0	0.0	0.0	0.0	0.28049	0.0	
0.0	0.0	0.0	0.0	0.0	0.5	1.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.012195121	0.4878	1.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.13415	0.0	
0.0	0.0	0.0	0.0	0.0	0.36585	1.0	
0.0	0.0	0.0	0.0	0.0	0.42683	1.0	
1.0	0.0	0.0	0.0	0.012195121	0.47561	1.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
