317	0.207054407
190	0.461705036
742	0.14475444
526	0.468464321
331	0.129588102
798	0.250888655
571	0.180704926
15	0.387586605
222	0.388200002
481	0.06936899
495	0.187779191
117	0.128900916
605	0.303898119
325	0.21548871
354	0.167996799
698	0.184911922
350	0.48282458
232	0.251246687
305	0.162696707
623	0.204052646
603	0.346685547
166	0.001554176
5	0.255899468
528	0.348293532
473	0.089977593
226	0.147352584
731	0.228572271
92	0.194619169
182	0.190817517
773	0.192511768
32	0.30780552
236	0.146795501
806	0.344734568
544	0.202427871
739	0.44963744
678	0.435417727
576	0.410881943
136	0.236454667
532	0.110886566
487	0.206983709
449	0.21671834
319	0.400796381
327	0.201423207
281	0.034009333
298	0.17305076
180	0.102881492
579	0.074444684
382	0.186651703
177	0.272846906
264	0.196390713
119	0.348570599
589	0.139019145
257	0.151828385
720	0.154683433
666	0.140896759
204	0.506988757
521	0.16537029
38	0.143108415
479	0.104540491
610	0.372180147
216	0.310377887
458	0.382901483
248	0.086195013
97	0.252291271
206	0.373806831
543	0.148987098
673	0.289823847
796	0.300731695
676	0.305777686
582	0.325489208
426	0.249209728
304	0.237987859
398	0.270328577
792	0.093785421
517	0.179867743
782	0.181106731
396	0.003686875
37	0.129261916
548	0.513873146
710	0.174782886
231	0.232561506
424	0.001228718
112	0.176018475
151	0.544408513
280	0.09493667
9	0.151053988
662	0.316417944
80	0.366125268
287	0.216018503
299	0.16283802
377	0.007301803
421	0.25689327
418	0.175189726
234	0.13494473
538	0.289813253
405	0.257732513
504	0.30740221
143	0.210767695
590	0.264452549
721	0.014780772
0	0.196779509
625	0.530706569
132	0.418035887
343	0.112994595
634	0.158121708
178	0.063417597
183	0.295590267
140	0.297754706
799	0.047116249
282	0.165040886
283	0.305722461
608	0.129117274
499	0.253285497
314	0.028291396
81	0.201667471
107	0.009946537
681	0.289111139
664	0.67378111
670	0.504507678
310	0.164073217
356	0.029025672
787	0.248909502
133	0.246834451
825	0.106691684
394	0.163987075
561	0.229862862
674	0.380506334
198	0.203785161
362	0.406623215
815	0.306280394
585	0.176641126
824	0.262575449
300	0.39460786
337	0.16038259
262	0.43188511
127	0.001673819
147	0.016711198
491	0.079748795
260	0.001754102
764	0.444146088
488	0.182042764
189	0.067184598
230	0.419421299
774	0.000726183
442	0.583554519
40	0.275120774
541	0.324263176
511	0.185173193
433	0.001342011
21	0.218560131
333	0.242583477
791	0.000952658
311	0.063580266
692	0.159779272
217	0.159568474
489	0.413147108
266	0.332152714
25	0.173491666
255	0.163252291
322	0.262783836
711	0.156846851
503	0.319028922
199	0.196417707
657	0.189492028
423	0.362470004
17	0.242282434
387	0.136149716
474	0.328496059
274	0.415037583
556	0.143846676
146	0.174396166
150	0.006905959
134	0.066984723
200	0.320442035
163	0.223361701
91	0.280444137
501	0.49446907
630	0.237613258
99	0.29372675
246	0.165980927
90	0.245436952
315	0.263655607
574	0.352629191
601	0.272551113
783	0.317558918
345	0.279305153
718	0.018033886
57	0.256437926
492	0.13317793
205	0.352010761
12	0.461087089
344	0.232687941
465	0.235697833
597	0.189648095
777	0.562474244
413	0.000675622
663	0.291726154
102	0.162761881
761	0.120277617
551	0.079370146
96	0.40738154
219	0.069427086
139	0.279737595
461	0.277769639
148	0.663212258
253	0.03989732
531	0.213991459
67	0.346202911
564	0.097865572
235	0.187125184
573	0.128626274
455	0.053665559
684	0.148110407
373	0.442146213
342	0.184588109
245	0.284137391
570	0.17334996
518	0.048849953
338	0.169670726
195	0.229573771
186	0.133893374
35	0.215770888
